"","GAME_ID","League","Day/Night","PlayingSurface","Weather","WindSpeed","WindDirection","Temperature"
"298","2013/04/23/lanmlb-nynmlb-1","NL","N","G","Cloudy",10,"In From LF",52
"299","2013/04/23/miamlb-minmlb-1","AL","D","G","Partly Cloudy",9,"Out To RF",38
"300","2013/04/23/milmlb-sdnmlb-1","NL","N","G","Clear",11,"Out To RF",63
"301","2013/04/23/nyamlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"302","2013/04/23/oakmlb-bosmlb-1","AL","N","G","Drizzle",18,"In From CF",42
"303","2013/04/23/seamlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"304","2013/04/23/slnmlb-wasmlb-1","NL","N","G","Clear",3,"R To L",60
"305","2013/04/23/texmlb-anamlb-1","AL","N","G","Clear",7,"Out To CF",64
"306","2013/04/23/tormlb-balmlb-1","AL","N","G","Clear",8,"In From RF",58
"307","2013/04/23/pitmlb-phimlb-1","NL","N","G","Cloudy",8,"In From CF",51
"308","2013/04/24/arimlb-sfnmlb-1","NL","D","G","Sunny",8,"In From CF",62
"309","2013/04/24/atlmlb-colmlb-1","NL","D","G","Partly Cloudy",7,"In From LF",48
"310","2013/04/24/chnmlb-cinmlb-1","NL","D","G","Overcast",7,"Varies",48
"311","2013/04/24/clemlb-chamlb-1","AL","D","G","Cloudy",11,"Out To RF",43
"312","2013/04/24/kcamlb-detmlb-1","AL","N","G","Drizzle",10,"L To R",41
"313","2013/04/24/lanmlb-nynmlb-1","NL","N","G","Cloudy",19,"Out To LF",53
"314","2013/04/24/milmlb-sdnmlb-1","NL","N","G","Overcast",5,"Out To RF",64
"315","2013/04/24/nyamlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"316","2013/04/24/oakmlb-bosmlb-1","AL","D","G","Sunny",14,"R To L",69
"317","2013/04/24/seamlb-houmlb-1","AL","D","G","Roof Closed",0,"None",65
"318","2013/04/24/slnmlb-wasmlb-1","NL","D","G","Sunny",7,"L To R",69
"319","2013/04/24/texmlb-anamlb-1","AL","N","G","Cloudy",10,"Out To CF",63
"320","2013/04/24/tormlb-balmlb-1","AL","D","G","Sunny",5,"R To L",66
"321","2013/04/24/pitmlb-phimlb-1","NL","N","G","Partly Cloudy",12,"L To R",69
"322","2013/04/25/balmlb-oakmlb-1","AL","N","G","Clear",15,"Out To RF",58
"323","2013/04/25/cinmlb-wasmlb-1","NL","N","G","Clear",1,"In From RF",63
"324","2013/04/25/colmlb-arimlb-1","NL","N","G","Clear",8,"L To R",79
"325","2013/04/25/houmlb-bosmlb-1","AL","N","G","Partly Cloudy",10,"Out To RF",63
"326","2013/04/25/kcamlb-detmlb-1","AL","D","G","Drizzle",18,"R To L",43
"327","2013/04/25/lanmlb-nynmlb-1","NL","D","G","Sunny",13,"L To R",59
"328","2013/04/25/tbamlb-chamlb-1","AL","N","G","Partly Cloudy",9,"Out To LF",52
"329","2013/04/25/texmlb-minmlb-1","AL","N","G","Clear",5,"Out To LF",51
"330","2013/04/25/tormlb-nyamlb-1","AL","N","G","Clear",6,"Out To LF",65
"331","2013/04/25/pitmlb-phimlb-1","NL","D","G","Sunny",9,"L To R",58
"332","2013/04/25/chnmlb-miamlb-1","NL","N","G","Clear",14,"L To R",78
"333","2013/04/25/anamlb-seamlb-1","AL","N","G","Clear",2,"L To R",66
"334","2013/04/26/atlmlb-detmlb-1","AL","N","G","Clear",12,"In From RF",55
"335","2013/04/26/balmlb-oakmlb-1","AL","N","G","Clear",11,"Out To RF",59
"336","2013/04/26/cinmlb-wasmlb-1","NL","N","G","Partly Cloudy",0,"None",62
"337","2013/04/28/clemlb-kcamlb-2","AL","N","G","Clear",9,"R To L",73
"338","2013/04/26/colmlb-arimlb-1","NL","N","G","Clear",8,"L To R",88
"339","2013/04/26/houmlb-bosmlb-1","AL","N","G","Partly Cloudy",8,"Out To RF",47
"340","2013/04/26/phimlb-nynmlb-1","NL","N","G","Partly Cloudy",7,"R To L",63
"341","2013/04/26/sfnmlb-sdnmlb-1","NL","N","G","Clear",12,"L To R",64
"342","2013/04/26/tbamlb-chamlb-1","AL","N","G","Partly Cloudy",17,"R To L",61
"343","2013/04/26/texmlb-minmlb-1","AL","N","G","Partly Cloudy",11,"Out To RF",71
"344","2013/04/26/tormlb-nyamlb-1","AL","N","G","Clear",6,"Out To RF",64
"345","2013/04/26/chnmlb-miamlb-1","NL","N","G","Partly Cloudy",13,"In From LF",77
"346","2013/04/26/pitmlb-slnmlb-1","NL","N","G","Cloudy",8,"Out To CF",56
"347","2013/04/26/anamlb-seamlb-1","AL","N","G","Partly Cloudy",4,"Out To RF",63
"348","2013/04/26/milmlb-lanmlb-1","NL","N","G","Clear",8,"Out To CF",67
"349","2013/04/27/anamlb-seamlb-1","AL","N","G","Overcast",1,"Out To RF",57
"350","2013/04/27/atlmlb-detmlb-1","AL","D","G","Sunny",7,"R To L",63
"351","2013/04/27/balmlb-oakmlb-1","AL","D","G","Sunny",7,"In From RF",61
"352","2013/04/27/cinmlb-wasmlb-1","NL","D","G","Sunny",3,"In From RF",65
"353","2013/04/27/clemlb-kcamlb-1","AL","N","G","Cloudy",3,"L To R",56
"354","2013/04/27/colmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",76
"355","2013/04/27/houmlb-bosmlb-1","AL","N","G","Partly Cloudy",15,"R To L",59
"356","2013/04/27/milmlb-lanmlb-1","NL","N","G","Clear",7,"L To R",68
"357","2013/04/27/phimlb-nynmlb-1","NL","D","G","Sunny",8,"In From LF",65
"358","2013/04/27/sfnmlb-sdnmlb-1","NL","N","G","Clear",7,"L To R",65
"359","2013/04/27/tbamlb-chamlb-1","AL","N","G","Partly Cloudy",10,"In From LF",55
"360","2013/04/27/texmlb-minmlb-1","AL","D","G","Partly Cloudy",11,"R To L",73
"361","2013/04/27/tormlb-nyamlb-1","AL","D","G","Sunny",5,"Out To RF",68
"362","2013/04/27/pitmlb-slnmlb-1","NL","D","G","Overcast",5,"In From RF",53
"363","2013/04/27/chnmlb-miamlb-1","NL","N","G","Partly Cloudy",11,"In From LF",80
"364","2013/04/28/atlmlb-detmlb-1","AL","N","G","Drizzle",8,"L To R",53
"365","2013/04/28/balmlb-oakmlb-1","AL","D","G","Sunny",7,"Out To CF",68
"366","2013/04/28/cinmlb-wasmlb-1","NL","D","G","Cloudy",3,"R To L",66
"367","2013/04/28/clemlb-kcamlb-1","AL","D","G","Sunny",6,"R To L",68
"368","2013/04/28/colmlb-arimlb-1","NL","D","G","Roof Closed",0,"None",74
"369","2013/04/28/houmlb-bosmlb-1","AL","D","G","Partly Cloudy",13,"In From RF",59
"370","2013/04/28/milmlb-lanmlb-1","NL","D","G","Sunny",5,"Out To RF",75
"371","2013/04/28/phimlb-nynmlb-1","NL","D","G","Partly Cloudy",10,"R To L",66
"372","2013/04/28/sfnmlb-sdnmlb-1","NL","D","G","Sunny",8,"L To R",69
"373","2013/04/28/tbamlb-chamlb-1","AL","D","G","Cloudy",7,"L To R",64
"374","2013/04/28/texmlb-minmlb-1","AL","D","G","Cloudy",24,"R To L",74
"375","2013/04/28/tormlb-nyamlb-1","AL","D","G","Sunny",11,"R To L",66
"376","2013/04/28/chnmlb-miamlb-1","NL","D","G","Roof Closed",0,"None",75
"377","2013/04/28/pitmlb-slnmlb-1","NL","D","G","Cloudy",8,"L To R",57
"378","2013/04/28/anamlb-seamlb-1","AL","D","G","Cloudy",1,"Varies",56
"379","2013/04/29/anamlb-oakmlb-1","AL","N","G","Partly Cloudy",16,"Out To RF",71
"380","2013/04/29/clemlb-kcamlb-1","AL","N","G","Partly Cloudy",15,"R To L",81
"381","2013/04/29/houmlb-nyamlb-1","AL","N","G","Cloudy",10,"R To L",57
"382","2013/04/29/minmlb-detmlb-1","AL","N","G","Partly Cloudy",6,"R To L",65
"383","2013/04/29/sdnmlb-chnmlb-1","NL","N","G","Partly Cloudy",10,"Out To LF",70
"384","2013/04/29/sfnmlb-arimlb-1","NL","N","G","Clear",10,"L To R",99
"385","2013/04/29/wasmlb-atlmlb-1","NL","N","G","Partly Cloudy",4,"R To L",72
"386","2013/04/29/nynmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",71
"387","2013/04/29/pitmlb-milmlb-1","NL","N","G","Roof Closed",0,"None",69
"388","2013/04/29/cinmlb-slnmlb-1","NL","N","G","Clear",19,"Out To LF",75
"389","2013/04/29/balmlb-seamlb-1","AL","N","G","Roof Closed",3,"L To R",51
"390","2013/04/29/colmlb-lanmlb-1","NL","N","G","Clear",5,"Varies",69
"391","2013/04/30/anamlb-oakmlb-1","AL","N","G","Partly Cloudy",9,"Out To RF",71
"392","2013/04/30/chamlb-texmlb-1","AL","N","G","Partly Cloudy",8,"In From CF",82
"393","2013/04/30/houmlb-nyamlb-1","AL","N","G","Clear",10,"R To L",61
"394","2013/04/30/minmlb-detmlb-1","AL","N","G","Clear",15,"In From CF",69
"395","2013/04/30/phimlb-clemlb-1","AL","N","G","Clear",15,"Out To CF",76
"396","2013/04/30/sdnmlb-chnmlb-1","NL","N","G","Partly Cloudy",12,"Out To CF",81
"397","2013/04/30/sfnmlb-arimlb-1","NL","N","G","Clear",14,"In From LF",96
"398","2013/04/30/tbamlb-kcamlb-1","AL","N","G","Partly Cloudy",20,"R To L",79
"399","2013/04/30/wasmlb-atlmlb-1","NL","N","G","Partly Cloudy",8,"R To L",75
"400","2013/04/30/bosmlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"401","2013/04/30/nynmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",76
"402","2013/04/30/pitmlb-milmlb-1","NL","N","G","Partly Cloudy",17,"R To L",81
"403","2013/04/30/cinmlb-slnmlb-1","NL","N","G","Clear",15,"R To L",79
"404","2013/04/30/balmlb-seamlb-1","AL","N","G","Partly Cloudy",2,"In From LF",53
"405","2013/04/30/colmlb-lanmlb-1","NL","N","G","Cloudy",9,"Varies",63
"406","2013/05/01/anamlb-oakmlb-1","AL","D","G","Sunny",10,"In From LF",79
"407","2013/05/01/chamlb-texmlb-1","AL","N","G","Clear",6,"In From CF",81
"408","2013/05/01/houmlb-nyamlb-1","AL","N","G","Clear",11,"In From RF",61
"409","2013/05/01/minmlb-detmlb-1","AL","D","G","Sunny",8,"In From CF",73
"410","2013/05/01/phimlb-clemlb-1","AL","N","G","Clear",9,"In From RF",68
"411","2013/05/01/sdnmlb-chnmlb-1","NL","N","G","Partly Cloudy",9,"R To L",71
"412","2013/05/01/sfnmlb-arimlb-1","NL","N","G","Clear",9,"In From LF",92
"413","2013/05/01/tbamlb-kcamlb-1","AL","N","G","Overcast",17,"L To R",66
"414","2013/05/01/wasmlb-atlmlb-1","NL","N","G","Cloudy",13,"In From RF",67
"415","2013/05/01/nynmlb-miamlb-1","NL","D","G","Roof Closed",0,"None",75
"416","2013/05/01/pitmlb-milmlb-1","NL","D","G","Sunny",10,"R To L",80
"417","2013/05/01/cinmlb-slnmlb-1","NL","D","G","Sunny",2,"R To L",81
"418","2013/05/01/bosmlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"419","2013/05/01/balmlb-seamlb-1","AL","N","G","Clear",4,"In From LF",61
"420","2013/05/01/colmlb-lanmlb-1","NL","N","G","Clear",7,"Out To RF",70
"421","2013/05/02/balmlb-anamlb-1","AL","N","G","Clear",5,"Out To RF",88
"422","2013/05/02/chamlb-texmlb-1","AL","N","G","Overcast",12,"Varies",44
"423","2013/05/02/detmlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"424","2013/05/02/sdnmlb-chnmlb-1","NL","D","G","Partly Cloudy",19,"In From CF",45
"425","2013/08/26/tbamlb-kcamlb-1","AL","D","G","Sunny",14,"Out To CF",93
"426","2013/05/02/wasmlb-atlmlb-1","NL","N","G","Cloudy",15,"In From CF",65
"427","2013/05/02/miamlb-phimlb-1","NL","N","G","Clear",8,"Out To LF",71
"428","2013/05/02/bosmlb-tormlb-1","AL","N","T","Clear",14,"In From RF",60
"429","2013/05/02/slnmlb-milmlb-1","NL","N","G","Roof Closed",0,"None",66
"430","2013/05/03/arimlb-sdnmlb-1","NL","N","G","Cloudy",7,"Out To RF",69
"431","2013/05/03/balmlb-anamlb-1","AL","N","G","Partly Cloudy",6,"Out To LF",83
"432","2013/05/03/bosmlb-texmlb-1","AL","N","G","Partly Cloudy",9,"Out To CF",66
"433","2013/05/06/chamlb-kcamlb-1","AL","D","G","Cloudy",4,"L To R",58
"434","2013/05/03/cinmlb-chnmlb-1","NL","D","G","Cloudy",12,"In From LF",41
"435","2013/05/03/detmlb-houmlb-1","AL","N","G","Clear",18,"In From CF",66
"436","2013/05/03/lanmlb-sfnmlb-1","NL","N","G","Clear",8,"Out To CF",64
"437","2013/05/03/minmlb-clemlb-1","AL","N","G","Clear",16,"R To L",76
"438","2013/05/03/nynmlb-atlmlb-1","NL","N","G","Cloudy",13,"R To L",63
"439","2013/05/03/oakmlb-nyamlb-1","AL","N","G","Clear",11,"R To L",60
"440","2013/05/03/tbamlb-colmlb-1","NL","N","G","Partly Cloudy",8,"In From RF",57
"441","2013/05/03/wasmlb-pitmlb-1","NL","N","G","Partly Cloudy",15,"L To R",72
"442","2013/05/03/miamlb-phimlb-1","NL","N","G","Partly Cloudy",13,"R To L",63
"443","2013/05/03/seamlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"444","2013/05/03/slnmlb-milmlb-1","NL","N","G","Roof Closed",0,"None",66
"445","2013/05/04/arimlb-sdnmlb-1","NL","N","G","Cloudy",13,"L To R",66
"446","2013/05/04/balmlb-anamlb-1","AL","D","G","Sunny",11,"R To L",70
"447","2013/05/04/bosmlb-texmlb-1","AL","N","G","Clear",10,"R To L",73
"448","2013/05/04/chamlb-kcamlb-1","AL","N","G","Overcast",9,"In From RF",50
"449","2013/05/04/cinmlb-chnmlb-1","NL","D","G","Partly Cloudy",3,"In From LF",60
"450","2013/05/04/detmlb-houmlb-1","AL","N","G","Clear",15,"Out To CF",78
"451","2013/05/04/lanmlb-sfnmlb-1","NL","N","G","Clear",12,"Out To CF",62
"452","2013/05/04/minmlb-clemlb-1","AL","D","G","Partly Cloudy",10,"Out To CF",68
"453","2013/06/18/nynmlb-atlmlb-1","NL","D","G","Cloudy",10,"Out To RF",79
"454","2013/05/04/oakmlb-nyamlb-1","AL","D","G","Sunny",14,"R To L",64
"455","2013/05/04/slnmlb-milmlb-1","NL","D","G","Roof Closed",0,"None",70
"456","2013/05/04/tbamlb-colmlb-1","NL","N","G","Cloudy",9,"Out To LF",54
"457","2013/05/04/wasmlb-pitmlb-1","NL","D","G","Partly Cloudy",16,"In From LF",71
"458","2013/05/04/seamlb-tormlb-1","AL","D","T","Sunny",8,"In From RF",60
"459","2013/05/04/miamlb-phimlb-1","NL","N","G","Clear",9,"R To L",63
"460","2013/05/05/arimlb-sdnmlb-1","NL","D","G","Overcast",12,"Out To RF",67
"461","2013/05/05/balmlb-anamlb-1","AL","D","G","Overcast",12,"Out To RF",65
"462","2013/05/05/bosmlb-texmlb-1","AL","D","G","Sunny",8,"Out To CF",63
"463","2013/05/05/chamlb-kcamlb-1","AL","D","G","Cloudy",9,"L To R",55
"464","2013/05/05/cinmlb-chnmlb-1","NL","D","G","Partly Cloudy",6,"L To R",58
"465","2013/05/05/detmlb-houmlb-1","AL","D","G","Sunny",13,"In From CF",68
"466","2013/05/05/lanmlb-sfnmlb-1","NL","N","G","Cloudy",2,"L To R",63
"467","2013/05/05/minmlb-clemlb-1","AL","D","G","Partly Cloudy",8,"R To L",66
"468","2013/05/05/nynmlb-atlmlb-1","NL","D","G","Partly Cloudy",1,"L To R",61
"469","2013/05/05/oakmlb-nyamlb-1","AL","D","G","Sunny",14,"In From RF",58
"470","2013/05/05/tbamlb-colmlb-1","NL","D","G","Overcast",7,"In From CF",55
"471","2013/05/05/wasmlb-pitmlb-1","NL","D","G","Partly Cloudy",14,"In From LF",69
"472","2013/05/05/seamlb-tormlb-1","AL","D","T","Sunny",9,"Out To CF",64
"473","2013/05/05/slnmlb-milmlb-1","NL","D","G","Partly Cloudy",9,"Out To RF",63
"474","2013/05/05/miamlb-phimlb-1","NL","D","G","Sunny",12,"R To L",62
"475","2013/05/06/atlmlb-cinmlb-1","NL","N","G","Cloudy",16,"Varies",64
"476","2013/05/06/miamlb-sdnmlb-1","NL","N","G","Cloudy",5,"Varies",65
"477","2013/05/06/minmlb-bosmlb-1","AL","N","G","Partly Cloudy",12,"In From RF",53
"478","2013/05/06/oakmlb-clemlb-1","AL","N","G","Partly Cloudy",14,"R To L",56
"479","2013/05/06/phimlb-sfnmlb-1","NL","N","G","Cloudy",7,"Out To CF",62
"480","2013/05/06/tormlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"481","2013/05/06/arimlb-lanmlb-1","NL","N","G","Partly Cloudy",8,"Out To CF",63
"482","2013/05/07/anamlb-houmlb-1","AL","N","G","Clear",14,"Out To LF",85
"483","2013/05/07/atlmlb-cinmlb-1","NL","N","G","Cloudy",5,"L To R",62
"484","2013/05/07/chamlb-nynmlb-1","NL","N","G","Cloudy",9,"R To L",70
"485","2013/05/09/detmlb-wasmlb-1","NL","D","G","Cloudy",6,"L To R",71
"486","2013/05/07/kcamlb-balmlb-1","AL","N","G","Drizzle",12,"In From RF",63
"487","2013/05/07/miamlb-sdnmlb-1","NL","N","G","Partly Cloudy",7,"L To R",65
"488","2013/05/07/minmlb-bosmlb-1","AL","N","G","Partly Cloudy",14,"In From RF",64
"489","2013/05/07/nyamlb-colmlb-1","NL","N","G","Cloudy",9,"In From RF",64
"490","2013/05/07/oakmlb-clemlb-1","AL","N","G","Cloudy",8,"In From CF",58
"491","2013/05/07/phimlb-sfnmlb-1","NL","N","G","Partly Cloudy",13,"Out To CF",61
"492","2013/05/07/seamlb-pitmlb-1","NL","N","G","Drizzle",5,"In From LF",65
"493","2013/05/07/slnmlb-chnmlb-1","NL","N","G","Clear",2,"In From RF",64
"494","2013/05/07/tormlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"495","2013/05/07/texmlb-milmlb-1","NL","N","G","Partly Cloudy",4,"In From LF",72
"496","2013/05/07/arimlb-lanmlb-1","NL","N","G","Partly Cloudy",7,"Varies",63
"497","2013/05/08/anamlb-houmlb-1","AL","N","G","Partly Cloudy",9,"Out To LF",78
"498","2013/05/08/atlmlb-cinmlb-1","NL","D","G","Partly Cloudy",5,"Out To RF",66
"499","2013/05/08/chamlb-nynmlb-1","NL","N","G","Cloudy",10,"R To L",62
"500","2013/05/08/detmlb-wasmlb-1","NL","N","G","Cloudy",5,"Out To CF",59
"501","2013/05/08/kcamlb-balmlb-1","AL","N","G","Cloudy",2,"Out To CF",60
"502","2013/05/08/miamlb-sdnmlb-1","NL","D","G","Partly Cloudy",7,"L To R",68
"503","2013/05/08/minmlb-bosmlb-1","AL","N","G","Cloudy",17,"In From RF",63
"504","2013/05/08/nyamlb-colmlb-1","NL","N","G","Overcast",3,"Out To CF",45
"505","2013/05/08/oakmlb-clemlb-1","AL","N","G","Cloudy",8,"In From CF",64
"506","2013/05/08/phimlb-sfnmlb-1","NL","D","G","Overcast",12,"Out To CF",62
"507","2013/05/08/seamlb-pitmlb-1","NL","D","G","Partly Cloudy",5,"In From LF",67
"508","2013/05/08/slnmlb-chnmlb-1","NL","D","G","Sunny",9,"In From RF",60
"509","2013/05/08/tormlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"510","2013/05/08/texmlb-milmlb-1","NL","N","G","Clear",9,"In From CF",71
"511","2013/05/08/arimlb-lanmlb-1","NL","N","G","Cloudy",10,"L To R",64
"512","2013/05/09/anamlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"513","2013/05/09/atlmlb-sfnmlb-1","NL","N","G","Partly Cloudy",14,"Out To CF",57
"514","2013/05/09/kcamlb-balmlb-1","AL","N","G","Partly Cloudy",8,"Out To RF",72
"515","2013/05/09/minmlb-bosmlb-1","AL","N","G","Cloudy",6,"R To L",57
"516","2013/05/09/nyamlb-colmlb-1","NL","D","G","Overcast",3,"In From CF",55
"517","2013/05/09/oakmlb-clemlb-1","AL","D","G","Sunny",7,"L To R",66
"518","2013/05/09/phimlb-arimlb-1","NL","N","G","Clear",4,"Out To RF",88
"519","2013/05/09/pitmlb-nynmlb-1","NL","N","G","Cloudy",3,"Out To LF",64
"520","2013/05/09/tormlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"521","2013/05/10/anamlb-chamlb-1","AL","N","G","Cloudy",13,"Out To RF",40
"522","2013/05/10/atlmlb-sfnmlb-1","NL","N","G","Partly Cloudy",13,"Out To CF",56
"523","2013/05/10/balmlb-minmlb-1","AL","N","G","Partly Cloudy",12,"Out To LF",67
"524","2013/05/10/chnmlb-wasmlb-1","NL","N","G","Partly Cloudy",1,"Out To RF",80
"525","2013/05/10/clemlb-detmlb-1","AL","N","G","Cloudy",12,"Out To RF",59
"526","2013/05/10/milmlb-cinmlb-1","NL","N","G","Cloudy",9,"Varies",62
"527","2013/05/10/nyamlb-kcamlb-1","AL","N","G","Clear",6,"L To R",66
"528","2013/05/10/phimlb-arimlb-1","NL","N","G","Partly Cloudy",6,"L To R",92
"529","2013/05/10/pitmlb-nynmlb-1","NL","N","G","Overcast",14,"Out To LF",68
"530","2013/05/10/sdnmlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"531","2013/05/10/texmlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"532","2013/05/10/tormlb-bosmlb-1","AL","N","G","Partly Cloudy",11,"In From RF",72
"533","2013/05/10/colmlb-slnmlb-1","NL","N","G","Cloudy",14,"R To L",61
"534","2013/05/10/miamlb-lanmlb-1","NL","N","G","Partly Cloudy",6,"Out To CF",69
"535","2013/05/10/oakmlb-seamlb-1","AL","N","G","Overcast",5,"Out To CF",68
"536","2013/05/11/anamlb-chamlb-1","AL","N","G","Partly Cloudy",21,"Out To CF",51
"537","2013/05/11/atlmlb-sfnmlb-1","NL","D","G","Partly Cloudy",7,"Out To CF",66
"538","2013/05/11/balmlb-minmlb-1","AL","N","G","Partly Cloudy",25,"L To R",53
"539","2013/05/11/chnmlb-wasmlb-1","NL","D","G","Overcast",10,"Out To RF",76
"540","2013/05/11/clemlb-detmlb-1","AL","N","G","Cloudy",15,"R To L",58
"541","2013/05/11/colmlb-slnmlb-1","NL","D","G","Partly Cloudy",10,"Out To RF",70
"542","2013/05/11/miamlb-lanmlb-1","NL","N","G","Partly Cloudy",8,"Out To CF",76
"543","2013/05/11/milmlb-cinmlb-1","NL","D","G","Partly Cloudy",11,"Out To LF",55
"544","2013/05/11/nyamlb-kcamlb-1","AL","N","G","Clear",13,"L To R",66
"545","2013/05/11/oakmlb-seamlb-1","AL","N","G","Clear",0,"None",80
"546","2013/05/11/phimlb-arimlb-1","NL","N","G","Clear",5,"R To L",94
"547","2013/05/11/pitmlb-nynmlb-1","NL","D","G","Cloudy",16,"Out To LF",66
"548","2013/05/11/sdnmlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"549","2013/05/11/texmlb-houmlb-1","AL","N","G","Partly Cloudy",10,"In From CF",86
"550","2013/05/11/tormlb-bosmlb-1","AL","D","G","Drizzle",19,"Out To RF",63
"551","2013/05/12/anamlb-chamlb-1","AL","N","G","Partly Cloudy",12,"Out To CF",52
"552","2013/05/12/atlmlb-sfnmlb-1","NL","D","G","Partly Cloudy",12,"Out To CF",70
"553","2013/05/12/balmlb-minmlb-1","AL","D","G","Sunny",15,"Out To RF",52
"554","2013/05/12/chnmlb-wasmlb-1","NL","D","G","Partly Cloudy",19,"L To R",63
"555","2013/05/12/clemlb-detmlb-1","AL","D","G","Partly Cloudy",13,"Out To LF",46
"556","2013/05/12/miamlb-lanmlb-1","NL","D","G","Sunny",8,"Out To CF",83
"557","2013/05/12/milmlb-cinmlb-1","NL","D","G","Sunny",9,"Varies",56
"558","2013/05/12/nyamlb-kcamlb-1","AL","D","G","Sunny",3,"L To R",64
"559","2013/05/12/phimlb-arimlb-1","NL","D","G","Roof Closed",0,"None",79
"560","2013/05/12/pitmlb-nynmlb-1","NL","D","G","Sunny",20,"Out To RF",70
"561","2013/05/12/sdnmlb-tbamlb-1","AL","D","T","Dome",-1,"",72
"562","2013/05/12/texmlb-houmlb-1","AL","D","G","Cloudy",8,"In From RF",81
"563","2013/05/12/tormlb-bosmlb-1","AL","D","G","Cloudy",6,"L To R",68
"564","2013/05/12/colmlb-slnmlb-1","NL","D","G","Sunny",15,"L To R",60
"565","2013/05/12/oakmlb-seamlb-1","AL","D","G","Cloudy",2,"Out To CF",68
"566","2013/05/13/atlmlb-arimlb-1","NL","N","G","Partly Cloudy",5,"Out To LF",99
"567","2013/05/13/chamlb-minmlb-1","AL","N","G","Clear",17,"R To L",72
"568","2013/05/13/colmlb-chnmlb-1","NL","N","G","Cloudy",5,"R To L",49
"569","2013/05/13/houmlb-detmlb-1","AL","N","G","Partly Cloudy",7,"R To L",54
"570","2013/05/13/kcamlb-anamlb-1","AL","N","G","Clear",3,"Out To CF",86
"571","2013/05/13/milmlb-pitmlb-1","NL","N","G","Partly Cloudy",13,"L To R",51
"572","2013/05/13/texmlb-oakmlb-1","AL","N","G","Clear",13,"Out To RF",65
"573","2013/05/13/nynmlb-slnmlb-1","NL","N","G","Clear",5,"R To L",74
"574","2013/05/13/wasmlb-lanmlb-1","NL","N","G","Clear",6,"Varies",84
"575","2013/05/14/atlmlb-arimlb-1","NL","N","G","Clear",13,"L To R",98
"576","2013/05/14/bosmlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"577","2013/05/14/chamlb-minmlb-1","AL","N","G","Clear",18,"Out To LF",92
"578","2013/05/14/colmlb-chnmlb-1","NL","N","G","Partly Cloudy",11,"In From RF",70
"579","2013/05/14/houmlb-detmlb-1","AL","N","G","Cloudy",11,"In From LF",69
"580","2013/05/14/kcamlb-anamlb-1","AL","N","G","Clear",5,"Out To RF",71
"581","2013/05/14/milmlb-pitmlb-1","NL","N","G","Partly Cloudy",12,"In From LF",62
"582","2013/05/14/sdnmlb-balmlb-1","AL","N","G","Cloudy",3,"R To L",61
"583","2013/05/14/seamlb-nyamlb-1","AL","N","G","Partly Cloudy",11,"R To L",61
"584","2013/05/14/texmlb-oakmlb-1","AL","N","G","Clear",16,"Out To RF",61
"585","2013/05/14/clemlb-phimlb-1","NL","N","G","Clear",8,"L To R",63
"586","2013/05/14/sfnmlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"587","2013/05/14/cinmlb-miamlb-1","NL","N","G","Partly Cloudy",12,"L To R",76
"588","2013/05/14/nynmlb-slnmlb-1","NL","N","G","Clear",12,"Out To RF",93
"589","2013/05/14/wasmlb-lanmlb-1","NL","N","G","Clear",10,"Out To CF",70
"590","2013/05/15/atlmlb-arimlb-1","NL","D","G","Roof Closed",0,"None",77
"591","2013/05/15/bosmlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"592","2013/05/15/chamlb-minmlb-1","AL","D","G","Partly Cloudy",0,"None",67
"593","2013/05/15/colmlb-chnmlb-1","NL","N","G","Partly Cloudy",4,"In From RF",65
"594","2013/05/15/houmlb-detmlb-1","AL","D","G","Sunny",15,"Out To LF",82
"595","2013/05/15/kcamlb-anamlb-1","AL","N","G","Clear",6,"Out To CF",67
"596","2013/05/15/milmlb-pitmlb-1","NL","N","G","Partly Cloudy",13,"Out To LF",84
"597","2013/05/15/sdnmlb-balmlb-1","AL","D","G","Overcast",8,"Out To LF",66
"598","2013/05/15/seamlb-nyamlb-1","AL","N","G","Partly Cloudy",10,"R To L",67
