"","GAME_ID","League","Day/Night","PlayingSurface","Weather","WindSpeed","WindDirection","Temperature"
"3143","2014/05/23/clemlb-balmlb-1","AL","N","G","Partly Cloudy",10,"L To R",73
"3144","2014/05/23/colmlb-atlmlb-1","NL","N","G","Partly Cloudy",11,"L To R",85
"3145","2014/05/23/houmlb-seamlb-1","AL","N","G","Partly Cloudy",2,"In From RF",69
"3146","2014/05/23/kcamlb-anamlb-1","AL","N","G","Partly Cloudy",9,"Out To CF",67
"3147","2014/05/23/lanmlb-phimlb-1","NL","N","G","Cloudy",11,"L To R",77
"3148","2014/05/23/milmlb-miamlb-1","NL","N","G","Clear",13,"In From CF",83
"3149","2014/05/23/minmlb-sfnmlb-1","NL","N","G","Cloudy",15,"Out To CF",64
"3150","2014/05/23/nyamlb-chamlb-1","AL","N","G","Clear",9,"L To R",54
"3151","2014/05/23/oakmlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"3152","2014/05/23/slnmlb-cinmlb-1","NL","N","G","Clear",8,"Out To RF",76
"3153","2014/05/23/texmlb-detmlb-1","AL","N","G","Partly Cloudy",9,"Out To CF",70
"3154","2014/05/23/wasmlb-pitmlb-1","NL","N","G","Partly Cloudy",13,"Out To CF",62
"3155","2014/05/24/arimlb-nynmlb-1","NL","D","G","Cloudy",7,"In From RF",66
"3156","2014/05/24/bosmlb-tbamlb-1","AL","D","T","Dome",-1,"",72
"3157","2014/05/24/chnmlb-sdnmlb-1","NL","N","G","Cloudy",8,"L To R",66
"3158","2014/05/24/clemlb-balmlb-1","AL","D","G","Cloudy",7,"Out To RF",67
"3159","2014/05/24/colmlb-atlmlb-1","NL","D","G","Cloudy",10,"L To R",89
"3160","2014/05/24/houmlb-seamlb-1","AL","N","G","Partly Cloudy",2,"Out To RF",65
"3161","2014/05/24/kcamlb-anamlb-1","AL","D","G","Overcast",8,"Out To CF",69
"3162","2014/05/24/lanmlb-phimlb-1","NL","D","G","Cloudy",4,"In From LF",70
"3163","2014/05/24/milmlb-miamlb-1","NL","D","G","Roof Closed",0,"None",78
"3164","2014/05/24/minmlb-sfnmlb-1","NL","N","G","Clear",16,"Out To CF",62
"3165","2014/05/24/nyamlb-chamlb-1","AL","D","G","Partly Cloudy",8,"L To R",64
"3166","2014/05/24/oakmlb-tormlb-1","AL","D","T","Sunny",5,"L To R",61
"3167","2014/05/24/slnmlb-cinmlb-1","NL","N","G","Partly Cloudy",7,"Varies",78
"3168","2014/05/24/texmlb-detmlb-1","AL","D","G","Sunny",8,"Out To RF",75
"3169","2014/05/24/wasmlb-pitmlb-1","NL","N","G","Partly Cloudy",9,"Out To CF",75
"3170","2014/05/25/arimlb-nynmlb-1","NL","D","G","Partly Cloudy",5,"In From LF",77
"3171","2014/05/25/bosmlb-tbamlb-1","AL","D","T","Dome",-1,"",72
"3172","2014/05/25/chnmlb-sdnmlb-1","NL","D","G","Sunny",11,"L To R",70
"3173","2014/05/25/clemlb-balmlb-1","AL","D","G","Partly Cloudy",3,"Out To RF",77
"3174","2014/05/25/colmlb-atlmlb-1","NL","N","G","Cloudy",7,"L To R",88
"3175","2014/05/25/houmlb-seamlb-1","AL","D","G","Roof Closed",1,"In From CF",61
"3176","2014/05/25/kcamlb-anamlb-1","AL","D","G","Sunny",2,"Out To CF",74
"3177","2014/05/25/lanmlb-phimlb-1","NL","D","G","Partly Cloudy",4,"L To R",83
"3178","2014/05/25/milmlb-miamlb-1","NL","D","G","Roof Closed",0,"None",77
"3179","2014/05/25/minmlb-sfnmlb-1","NL","D","G","Partly Cloudy",10,"Out To CF",67
"3180","2014/05/25/nyamlb-chamlb-1","AL","D","G","Sunny",10,"L To R",79
"3181","2014/05/25/oakmlb-tormlb-1","AL","D","T","Sunny",9,"R To L",68
"3182","2014/05/25/slnmlb-cinmlb-1","NL","N","G","Clear",6,"In From CF",81
"3183","2014/05/25/texmlb-detmlb-1","AL","D","G","Sunny",3,"Out To CF",79
"3184","2014/05/25/wasmlb-pitmlb-1","NL","D","G","Partly Cloudy",3,"R To L",75
"3185","2014/05/26/anamlb-seamlb-1","AL","D","G","Partly Cloudy",0,"None",64
"3186","2014/05/26/balmlb-milmlb-1","NL","D","G","Cloudy",10,"Out To RF",82
"3187","2014/05/26/bosmlb-atlmlb-1","NL","D","G","Partly Cloudy",7,"Out To LF",84
"3188","2014/05/26/chnmlb-sfnmlb-1","NL","D","G","Sunny",16,"Out To CF",66
"3189","2014/05/26/cinmlb-lanmlb-1","NL","N","G","Clear",10,"L To R",76
"3190","2014/05/26/clemlb-chamlb-1","AL","D","G","Partly Cloudy",8,"In From RF",86
"3191","2014/05/26/colmlb-phimlb-1","NL","N","G","Partly Cloudy",11,"L To R",88
"3192","2014/05/26/detmlb-oakmlb-1","AL","D","G","Sunny",7,"Out To RF",69
"3193","2014/05/26/houmlb-kcamlb-1","AL","N","G","Overcast",13,"R To L",77
"3194","2014/05/26/miamlb-wasmlb-1","NL","D","G","Sunny",3,"In From LF",84
"3195","2014/05/26/nyamlb-slnmlb-1","NL","D","G","Partly Cloudy",10,"R To L",86
"3196","2014/05/26/pitmlb-nynmlb-1","NL","D","G","Partly Cloudy",14,"Out To RF",85
"3197","2014/05/26/sdnmlb-arimlb-1","NL","N","G","Roof Closed",0,"",77
"3198","2014/05/26/tbamlb-tormlb-1","AL","N","T","Cloudy",19,"L To R",81
"3199","2014/05/26/texmlb-minmlb-1","AL","D","G","Cloudy",6,"R To L",82
"3200","2014/05/27/anamlb-seamlb-1","AL","N","G","Clear",6,"Out To RF",64
"3201","2014/05/27/balmlb-milmlb-1","NL","N","G","Roof Closed",0,"None",72
"3202","2014/05/27/bosmlb-atlmlb-1","NL","N","G","Partly Cloudy",8,"Out To RF",83
"3203","2014/05/27/chnmlb-sfnmlb-1","NL","N","G","Clear",12,"Out To CF",59
"3204","2014/05/27/cinmlb-lanmlb-1","NL","N","G","Partly Cloudy",8,"Out To CF",72
"3205","2014/05/27/clemlb-chamlb-1","AL","N","G","Overcast",18,"L To R",71
"3206","2014/05/27/colmlb-phimlb-1","NL","N","G","Cloudy",3,"Out To CF",70
"3207","2014/05/27/detmlb-oakmlb-1","AL","N","G","Partly Cloudy",14,"Out To RF",68
"3208","2014/05/27/houmlb-kcamlb-1","AL","N","G","Partly Cloudy",7,"R To L",83
"3209","2014/09/26/miamlb-wasmlb-1","NL","D","G","Partly Cloudy",1,"In From LF",71
"3210","2014/05/27/nyamlb-slnmlb-1","NL","N","G","Partly Cloudy",7,"R To L",82
"3211","2014/05/27/pitmlb-nynmlb-1","NL","N","G","Cloudy",11,"Out To RF",84
"3212","2014/05/27/sdnmlb-arimlb-1","NL","N","G","Clear",10,"L To R",103
"3213","2014/05/27/tbamlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"3214","2014/05/27/texmlb-minmlb-1","AL","N","G","Cloudy",13,"In From LF",69
"3215","2014/05/28/anamlb-seamlb-1","AL","N","G","Roof Closed",4,"Out To RF",63
"3216","2014/05/28/atlmlb-bosmlb-1","AL","N","G","Cloudy",15,"In From CF",49
"3217","2014/05/28/balmlb-milmlb-1","NL","N","G","Roof Closed",0,"None",70
"3218","2014/05/28/chnmlb-sfnmlb-1","NL","D","G","Sunny",14,"Out To CF",66
"3219","2014/05/28/cinmlb-lanmlb-1","NL","N","G","Partly Cloudy",8,"Out To CF",71
"3220","2014/05/28/clemlb-chamlb-1","AL","N","G","Overcast",8,"L To R",59
"3221","2014/05/28/colmlb-phimlb-1","NL","N","G","Cloudy",10,"R To L",60
"3222","2014/05/28/detmlb-oakmlb-1","AL","N","G","Clear",17,"In From LF",71
"3223","2014/05/28/houmlb-kcamlb-1","AL","D","G","Partly Cloudy",6,"In From LF",88
"3224","2014/05/28/miamlb-wasmlb-1","NL","N","G","Partly Cloudy",1,"L To R",83
"3225","2014/05/28/nyamlb-slnmlb-1","NL","N","G","Partly Cloudy",6,"Out To LF",86
"3226","2014/05/28/pitmlb-nynmlb-1","NL","D","G","Cloudy",13,"In From CF",56
"3227","2014/05/28/sdnmlb-arimlb-1","NL","N","G","Cloudy",8,"Varies",100
"3228","2014/05/28/tbamlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"3229","2014/05/28/texmlb-minmlb-1","AL","N","G","Clear",7,"In From CF",79
"3230","2014/05/29/anamlb-seamlb-1","AL","N","G","Partly Cloudy",1,"Varies",62
"3231","2014/05/29/atlmlb-bosmlb-1","AL","N","G","Cloudy",9,"R To L",59
"3232","2014/05/29/balmlb-houmlb-1","AL","N","G","Partly Cloudy",4,"R To L",83
"3233","2014/05/29/cinmlb-arimlb-1","NL","N","G","Clear",10,"R To L",97
"3234","2014/05/29/detmlb-oakmlb-1","AL","D","G","Partly Cloudy",8,"Out To RF",75
"3235","2014/05/29/kcamlb-tormlb-1","AL","N","T","Roof Closed",0,"None",68
"3236","2014/05/29/nynmlb-phimlb-1","NL","N","G","Cloudy",6,"Out To CF",59
"3237","2014/05/29/pitmlb-lanmlb-1","NL","N","G","Partly Cloudy",7,"L To R",72
"3238","2014/05/29/sfnmlb-slnmlb-1","NL","N","G","Partly Cloudy",8,"R To L",86
"3239","2014/05/29/texmlb-minmlb-1","AL","D","G","Partly Cloudy",8,"In From RF",76
"3240","2014/05/30/anamlb-oakmlb-1","AL","N","G","Overcast",9,"Out To RF",60
"3241","2014/05/30/atlmlb-miamlb-1","NL","N","G","Roof Closed",0,"None",76
"3242","2014/05/30/balmlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"3243","2014/05/30/chnmlb-milmlb-1","NL","N","G","Clear",4,"Out To LF",73
"3244","2014/05/30/cinmlb-arimlb-1","NL","N","G","Clear",8,"L To R",102
"3245","2014/05/30/colmlb-clemlb-1","AL","N","G","Clear",8,"In From CF",76
"3246","2014/05/30/detmlb-seamlb-1","AL","N","G","Clear",2,"In From RF",67
"3247","2014/05/30/kcamlb-tormlb-1","AL","N","T","Cloudy",5,"Out To RF",66
"3248","2014/05/30/minmlb-nyamlb-1","AL","N","G","Overcast",13,"Out To LF",75
"3249","2014/05/30/nynmlb-phimlb-1","NL","N","G","Partly Cloudy",10,"Out To RF",76
"3250","2014/05/30/pitmlb-lanmlb-1","NL","N","G","Clear",8,"Out To CF",74
"3251","2014/05/30/sdnmlb-chamlb-1","AL","N","G","Clear",9,"Out To RF",68
"3252","2014/05/30/sfnmlb-slnmlb-1","NL","N","G","Cloudy",3,"Varies",73
"3253","2014/05/30/tbamlb-bosmlb-1","AL","N","G","Cloudy",11,"In From LF",69
"3254","2014/05/30/texmlb-wasmlb-1","NL","N","G","Clear",1,"L To R",73
"3255","2014/05/31/anamlb-oakmlb-1","AL","N","G","Clear",4,"Out To RF",63
"3256","2014/05/31/atlmlb-miamlb-1","NL","D","G","Roof Closed",0,"None",77
"3257","2014/05/31/balmlb-houmlb-1","AL","D","G","Roof Closed",0,"None",73
"3258","2014/05/31/chnmlb-milmlb-1","NL","D","G","Partly Cloudy",13,"In From CF",71
"3259","2014/05/31/cinmlb-arimlb-1","NL","N","G","Clear",12,"L To R",105
"3260","2014/05/31/colmlb-clemlb-1","AL","D","G","Sunny",18,"In From RF",77
"3261","2014/05/31/detmlb-seamlb-1","AL","N","G","Clear",3,"Out To RF",71
"3262","2014/05/31/kcamlb-tormlb-1","AL","D","T","Sunny",6,"R To L",67
"3263","2014/05/31/minmlb-nyamlb-1","AL","D","G","Partly Cloudy",17,"L To R",69
"3264","2014/05/31/nynmlb-phimlb-1","NL","D","G","Partly Cloudy",18,"In From CF",77
"3265","2014/05/31/pitmlb-lanmlb-1","NL","D","G","Sunny",8,"Out To CF",77
"3266","2014/05/31/sdnmlb-chamlb-1","AL","D","G","Sunny",10,"In From LF",81
"3267","2014/05/31/sfnmlb-slnmlb-1","NL","D","G","Partly Cloudy",7,"R To L",86
"3268","2014/05/31/tbamlb-bosmlb-1","AL","N","G","Clear",6,"In From RF",57
"3269","2014/05/31/texmlb-wasmlb-1","NL","D","G","Sunny",6,"Out To CF",73
"3270","2014/06/01/anamlb-oakmlb-1","AL","D","G","Sunny",7,"Out To RF",68
"3271","2014/06/01/atlmlb-miamlb-1","NL","D","G","Roof Closed",0,"None",76
"3272","2014/06/01/balmlb-houmlb-1","AL","D","G","Roof Closed",0,"None",73
"3273","2014/06/01/chnmlb-milmlb-1","NL","D","G","Cloudy",16,"Out To RF",84
"3274","2014/06/01/cinmlb-arimlb-1","NL","D","G","Roof Closed",0,"None",75
"3275","2014/06/01/colmlb-clemlb-1","AL","D","G","Partly Cloudy",5,"L To R",80
"3276","2014/06/01/detmlb-seamlb-1","AL","D","G","Partly Cloudy",3,"In From CF",63
"3277","2014/06/01/kcamlb-tormlb-1","AL","D","T","Partly Cloudy",11,"R To L",60
"3278","2014/06/01/minmlb-nyamlb-1","AL","D","G","Sunny",5,"R To L",71
"3279","2014/06/01/nynmlb-phimlb-1","NL","D","G","Partly Cloudy",1,"In From RF",77
"3280","2014/06/01/pitmlb-lanmlb-1","NL","N","G","Clear",9,"Out To CF",74
"3281","2014/06/01/sdnmlb-chamlb-1","AL","D","G","Cloudy",14,"R To L",87
"3282","2014/06/01/sfnmlb-slnmlb-1","NL","D","G","Partly Cloudy",8,"Out To LF",85
"3283","2014/06/01/tbamlb-bosmlb-1","AL","D","G","Partly Cloudy",6,"In From RF",73
"3284","2014/06/01/texmlb-wasmlb-1","NL","D","G","Sunny",1,"In From RF",75
"3285","2014/06/02/bosmlb-clemlb-1","AL","N","G","Partly Cloudy",19,"Out To CF",81
"3286","2014/06/02/chamlb-lanmlb-1","NL","N","G","Clear",7,"Out To RF",69
"3287","2014/06/02/kcamlb-slnmlb-1","NL","N","G","Partly Cloudy",10,"Out To CF",85
"3288","2014/06/02/minmlb-milmlb-1","NL","N","G","Partly Cloudy",18,"Out To LF",81
"3289","2014/06/02/pitmlb-sdnmlb-1","NL","N","G","Partly Cloudy",12,"L To R",69
"3290","2014/06/02/tbamlb-miamlb-1","NL","N","G","Roof Closed",0,"None",74
"3291","2014/06/03/anamlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"3292","2014/06/03/arimlb-colmlb-1","NL","N","G","Clear",10,"L To R",87
"3293","2014/06/03/balmlb-texmlb-1","AL","N","G","Clear",9,"In From RF",88
"3294","2014/06/03/bosmlb-clemlb-1","AL","N","G","Clear",12,"L To R",73
"3295","2014/06/03/chamlb-lanmlb-1","NL","N","G","Clear",7,"L To R",72
"3296","2014/06/03/kcamlb-slnmlb-1","NL","N","G","Partly Cloudy",4,"Out To LF",90
"3297","2014/06/03/minmlb-milmlb-1","NL","N","G","Clear",12,"Out To CF",79
"3298","2014/06/03/nynmlb-chnmlb-1","NL","N","G","Partly Cloudy",8,"In From RF",72
"3299","2014/06/03/oakmlb-nyamlb-1","AL","N","G","Overcast",7,"L To R",71
"3300","2014/06/03/phimlb-wasmlb-1","NL","N","G","Clear",11,"In From CF",86
"3301","2014/06/03/pitmlb-sdnmlb-1","NL","N","G","Clear",10,"L To R",70
"3302","2014/06/03/seamlb-atlmlb-1","NL","N","G","Partly Cloudy",3,"L To R",85
"3303","2014/06/03/sfnmlb-cinmlb-1","NL","N","G","Cloudy",10,"Varies",79
"3304","2014/06/03/tbamlb-miamlb-1","NL","N","G","Roof Closed",0,"None",77
"3305","2014/06/03/tormlb-detmlb-1","AL","N","G","Clear",6,"L To R",81
"3306","2014/06/04/anamlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"3307","2014/06/04/arimlb-colmlb-1","NL","N","G","Partly Cloudy",13,"Out To LF",73
"3308","2014/06/04/balmlb-texmlb-1","AL","N","G","Clear",13,"In From RF",91
"3309","2014/06/04/bosmlb-clemlb-1","AL","N","G","Overcast",9,"In From RF",61
"3310","2014/06/04/chamlb-lanmlb-1","NL","N","G","Clear",7,"Out To CF",71
"3311","2014/06/04/miamlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"3312","2014/06/04/milmlb-minmlb-1","AL","N","G","Partly Cloudy",5,"In From LF",78
"3313","2014/06/04/nynmlb-chnmlb-1","NL","N","G","Partly Cloudy",12,"In From LF",57
"3314","2014/06/04/oakmlb-nyamlb-1","AL","N","G","Cloudy",3,"In From RF",73
"3315","2014/06/04/phimlb-wasmlb-1","NL","N","G","Cloudy",5,"Out To CF",85
"3316","2014/06/04/pitmlb-sdnmlb-1","NL","D","G","Partly Cloudy",9,"L To R",73
"3317","2014/06/04/seamlb-atlmlb-1","NL","D","G","Cloudy",9,"L To R",84
"3318","2014/06/04/sfnmlb-cinmlb-1","NL","N","G","Cloudy",9,"R To L",81
"3319","2014/06/04/slnmlb-kcamlb-1","AL","N","G","Cloudy",8,"L To R",80
"3320","2014/06/04/tormlb-detmlb-1","AL","N","G","Drizzle",6,"L To R",65
"3321","2014/06/05/anamlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"3322","2014/06/05/arimlb-colmlb-1","NL","N","G","Partly Cloudy",6,"Out To RF",65
"3323","2014/06/05/balmlb-texmlb-1","AL","N","G","Partly Cloudy",17,"R To L",89
"3324","2014/06/05/miamlb-tbamlb-1","AL","D","T","Dome",-1,"",72
"3325","2014/06/05/milmlb-minmlb-1","AL","N","G","Cloudy",7,"R To L",69
"3326","2014/06/05/nynmlb-chnmlb-1","NL","N","G","Clear",6,"In From RF",69
"3327","2014/06/05/oakmlb-nyamlb-1","AL","D","G","Cloudy",9,"L To R",70
"3328","2014/06/05/phimlb-wasmlb-1","NL","D","G","Partly Cloudy",15,"L To R",81
"3329","2014/06/05/sfnmlb-cinmlb-1","NL","D","G","Partly Cloudy",6,"In From CF",72
"3330","2014/06/05/slnmlb-kcamlb-1","AL","N","G","Partly Cloudy",13,"In From RF",76
"3331","2014/06/05/tormlb-detmlb-1","AL","D","G","Sunny",1,"R To L",68
"3332","2014/06/06/atlmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",80
"3333","2014/06/06/bosmlb-detmlb-1","AL","N","G","Clear",12,"In From CF",77
"3334","2014/06/06/chamlb-anamlb-1","AL","N","G","Clear",8,"Out To CF",70
"3335","2014/06/06/clemlb-texmlb-1","AL","N","G","Clear",7,"Out To LF",90
"3336","2014/06/06/houmlb-minmlb-1","AL","N","G","Overcast",16,"L To R",73
"3337","2014/06/06/lanmlb-colmlb-1","NL","N","G","Partly Cloudy",11,"In From CF",77
"3338","2014/06/06/miamlb-chnmlb-1","NL","D","G","Sunny",8,"In From RF",74
"3339","2014/06/06/milmlb-pitmlb-1","NL","N","G","Partly Cloudy",5,"In From CF",75
"3340","2014/06/06/nyamlb-kcamlb-1","AL","N","G","Cloudy",9,"R To L",77
"3341","2014/06/06/nynmlb-sfnmlb-1","NL","N","G","Clear",13,"Out To CF",59
"3342","2014/06/06/oakmlb-balmlb-1","AL","N","G","Clear",6,"In From LF",77
"3343","2014/06/06/phimlb-cinmlb-1","NL","N","G","Clear",8,"Varies",83
"3344","2014/06/06/seamlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"3345","2014/06/06/slnmlb-tormlb-1","AL","N","T","Cloudy",2,"Out To RF",67
"3346","2014/06/06/wasmlb-sdnmlb-1","NL","N","G","Clear",7,"L To R",66
"3347","2014/06/07/atlmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",76
"3348","2014/06/07/bosmlb-detmlb-1","AL","N","G","Partly Cloudy",8,"In From CF",80
"3349","2014/06/07/chamlb-anamlb-1","AL","N","G","Clear",8,"Out To RF",71
"3350","2014/06/07/clemlb-texmlb-1","AL","D","G","Partly Cloudy",5,"R To L",91
"3351","2014/06/07/houmlb-minmlb-1","AL","D","G","Overcast",11,"In From LF",56
"3352","2014/06/07/lanmlb-colmlb-1","NL","D","G","Cloudy",10,"In From RF",69
"3353","2014/06/07/miamlb-chnmlb-1","NL","D","G","Overcast",10,"R To L",80
"3354","2014/06/07/milmlb-pitmlb-1","NL","D","G","Sunny",5,"R To L",82
"3355","2014/06/07/nyamlb-kcamlb-1","AL","N","G","Partly Cloudy",17,"L To R",76
"3356","2014/06/07/nynmlb-sfnmlb-1","NL","N","G","Clear",8,"Out To CF",62
"3357","2014/06/07/oakmlb-balmlb-1","AL","N","G","Clear",7,"R To L",79
"3358","2014/06/07/phimlb-cinmlb-1","NL","D","G","Partly Cloudy",7,"In From LF",84
"3359","2014/06/07/seamlb-tbamlb-1","AL","D","T","Dome",-1,"",72
"3360","2014/06/07/slnmlb-tormlb-1","AL","D","T","Sunny",9,"Out To CF",68
"3361","2014/06/07/wasmlb-sdnmlb-1","NL","N","G","Clear",10,"L To R",66
"3362","2014/06/08/atlmlb-arimlb-1","NL","D","G","Roof Closed",0,"None",76
"3363","2014/06/08/bosmlb-detmlb-1","AL","N","G","Partly Cloudy",10,"L To R",73
"3364","2014/06/08/chamlb-anamlb-1","AL","D","G","Sunny",5,"Out To RF",77
"3365","2014/06/08/clemlb-texmlb-1","AL","D","G","Partly Cloudy",9,"Out To CF",81
"3366","2014/06/08/houmlb-minmlb-1","AL","D","G","Partly Cloudy",12,"In From LF",69
"3367","2014/06/08/lanmlb-colmlb-1","NL","D","G","Cloudy",11,"In From RF",56
"3368","2014/06/08/miamlb-chnmlb-1","NL","D","G","Partly Cloudy",22,"In From CF",58
"3369","2014/06/08/milmlb-pitmlb-1","NL","D","G","Cloudy",10,"In From RF",74
"3370","2014/06/08/nyamlb-kcamlb-1","AL","D","G","Cloudy",9,"R To L",75
"3371","2014/06/08/nynmlb-sfnmlb-1","NL","D","G","Sunny",8,"Out To CF",74
"3372","2014/06/08/oakmlb-balmlb-1","AL","D","G","Partly Cloudy",8,"R To L",82
"3373","2014/06/08/phimlb-cinmlb-1","NL","D","G","Overcast",16,"R To L",72
"3374","2014/06/08/seamlb-tbamlb-1","AL","D","T","Dome",-1,"",72
"3375","2014/06/08/slnmlb-tormlb-1","AL","D","T","Overcast",15,"In From RF",60
"3376","2014/06/08/wasmlb-sdnmlb-1","NL","D","G","Sunny",10,"L To R",70
"3377","2014/06/09/atlmlb-colmlb-1","NL","N","G","Clear",4,"R To L",66
"3378","2014/06/09/bosmlb-balmlb-1","AL","N","G","Cloudy",5,"In From LF",80
"3379","2014/06/09/chnmlb-pitmlb-1","NL","N","G","Cloudy",5,"In From CF",69
"3380","2014/06/09/clemlb-texmlb-1","AL","N","G","Cloudy",3,"Out To LF",80
"3381","2014/06/09/detmlb-chamlb-1","AL","N","G","Cloudy",8,"Out To RF",62
"3382","2014/06/09/houmlb-arimlb-1","NL","N","G","Roof Closed",0,"None",79
"3383","2014/06/09/lanmlb-cinmlb-1","NL","N","G","Overcast",6,"L To R",76
"3384","2014/06/09/minmlb-tormlb-1","AL","N","T","Cloudy",5,"Out To RF",68
"3385","2014/08/25/nyamlb-kcamlb-1","AL","N","G","Clear",8,"R To L",94
"3386","2014/06/09/oakmlb-anamlb-1","AL","N","G","Partly Cloudy",8,"R To L",68
"3387","2014/06/09/seamlb-tbamlb-1","AL","D","T","Dome",-1,"",72
"3388","2014/06/09/wasmlb-sfnmlb-1","NL","N","G","Partly Cloudy",12,"Out To CF",64
"3389","2014/06/10/atlmlb-colmlb-1","NL","N","G","Cloudy",4,"Out To RF",73
"3390","2014/06/10/bosmlb-balmlb-1","AL","N","G","Cloudy",1,"Out To LF",82
"3391","2014/06/10/chnmlb-pitmlb-1","NL","N","G","Partly Cloudy",3,"Out To RF",75
"3392","2014/06/10/clemlb-kcamlb-1","AL","N","G","Cloudy",10,"L To R",67
"3393","2014/08/30/detmlb-chamlb-1","AL","D","G","Overcast",15,"R To L",83
"3394","2014/06/10/houmlb-arimlb-1","NL","D","G","Roof Closed",0,"None",79
"3395","2014/06/10/lanmlb-cinmlb-1","NL","N","G","Overcast",6,"In From CF",69
"3396","2014/06/10/miamlb-texmlb-1","AL","N","G","Partly Cloudy",9,"R To L",83
"3397","2014/06/10/milmlb-nynmlb-1","NL","N","G","Cloudy",9,"In From RF",73
"3398","2014/06/10/minmlb-tormlb-1","AL","N","T","Partly Cloudy",7,"R To L",68
"3399","2014/06/10/nyamlb-seamlb-1","AL","N","G","Cloudy",2,"Varies",66
"3400","2014/06/10/oakmlb-anamlb-1","AL","N","G","Clear",9,"Out To CF",68
"3401","2014/06/10/sdnmlb-phimlb-1","NL","N","G","Cloudy",6,"In From RF",72
"3402","2014/06/10/slnmlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"3403","2014/06/10/wasmlb-sfnmlb-1","NL","N","G","Cloudy",16,"Out To CF",59
"3404","2014/06/11/arimlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"3405","2014/06/11/atlmlb-colmlb-1","NL","N","G","Overcast",4,"R To L",63
"3406","2014/06/11/bosmlb-balmlb-1","AL","N","G","Cloudy",4,"Out To RF",73
"3407","2014/06/11/chnmlb-pitmlb-1","NL","N","G","Cloudy",7,"R To L",67
"3408","2014/06/11/clemlb-kcamlb-1","AL","D","G","Partly Cloudy",3,"In From CF",73
"3409","2014/06/11/detmlb-chamlb-1","AL","N","G","Overcast",9,"L To R",62
"3410","2014/06/11/lanmlb-cinmlb-1","NL","N","G","Cloudy",8,"R To L",72
"3411","2014/06/11/miamlb-texmlb-1","AL","N","G","Clear",13,"In From CF",91
"3412","2014/06/11/milmlb-nynmlb-1","NL","N","G","Partly Cloudy",13,"In From RF",66
"3413","2014/06/11/minmlb-tormlb-1","AL","D","T","Roof Closed",0,"None",68
"3414","2014/06/11/nyamlb-seamlb-1","AL","N","G","Partly Cloudy",2,"In From LF",71
"3415","2014/06/11/oakmlb-anamlb-1","AL","N","G","Clear",7,"Out To RF",72
"3416","2014/06/11/sdnmlb-phimlb-1","NL","N","G","Cloudy",11,"In From RF",68
"3417","2014/06/11/slnmlb-tbamlb-1","AL","N","T","Dome",-1,"",72
"3418","2014/06/11/wasmlb-sfnmlb-1","NL","N","G","Partly Cloudy",15,"Out To CF",60
"3419","2014/06/12/arimlb-houmlb-1","AL","N","G","Roof Closed",0,"None",73
"3420","2014/06/12/atlmlb-colmlb-1","NL","D","G","Partly Cloudy",5,"R To L",71
"3421","2014/06/12/chnmlb-pitmlb-1","NL","N","G","Partly Cloudy",6,"R To L",73
"3422","2014/06/12/clemlb-bosmlb-1","AL","N","G","Cloudy",13,"R To L",66
"3423","2014/06/12/detmlb-chamlb-1","AL","N","G","Cloudy",16,"Out To LF",74
"3424","2014/06/12/lanmlb-cinmlb-1","NL","D","G","Overcast",12,"Out To CF",73
"3425","2014/06/12/milmlb-nynmlb-1","NL","N","G","Cloudy",11,"In From RF",76
"3426","2014/06/12/nyamlb-seamlb-1","AL","N","G","Partly Cloudy",5,"Out To CF",63
"3427","2014/06/12/sdnmlb-phimlb-1","NL","D","G","Drizzle",6,"In From RF",70
"3428","2014/06/12/tormlb-balmlb-1","AL","N","G","Overcast",8,"R To L",73
"3429","2014/06/12/wasmlb-sfnmlb-1","NL","D","G","Partly Cloudy",17,"Out To CF",64
"3430","2014/06/13/anamlb-atlmlb-1","NL","N","G","Cloudy",3,"L To R",75
"3431","2014/06/13/arimlb-lanmlb-1","NL","N","G","Clear",4,"Out To RF",67
"3432","2014/06/13/chnmlb-phimlb-1","NL","N","G","Cloudy",6,"L To R",72
"3433","2014/06/13/cinmlb-milmlb-1","NL","N","G","Roof Closed",0,"None",75
"3434","2014/06/13/clemlb-bosmlb-1","AL","N","G","Cloudy",7,"Out To RF",63
"3435","2014/06/13/colmlb-sfnmlb-1","NL","N","G","Clear",15,"Out To CF",64
"3436","2014/06/13/kcamlb-chamlb-1","AL","N","G","Clear",9,"Out To LF",65
"3437","2014/06/13/minmlb-detmlb-1","AL","N","G","Cloudy",15,"Out To CF",63
"3438","2014/06/13/nyamlb-oakmlb-1","AL","N","G","Clear",9,"Out To RF",67
